private_interest_id,company_id_openpolis,company_id_transparency,person_id_openpolis,person_id_transparency,company_name,company_vat,company_type,company_headquarter_address,company_headquarter_municipality,company_headquarter_province,company_sector_description,company_transparency_sector,company_turnover_range,company_employees_range,person_company_role,person_company_role_starting_date,person_company_share_%
PI00418,96472,CO00163,494879,PE00641,NOVARA LAGHI S.A.S.,,Società in accomandita semplice,"Corso Vercelli, 2/I, 28100",Novara,NO,Agenti di assicurazioni,Finanziario,Tra 250.000 e 2.000.000 euro,Da 11 a 50,Socio accomandatario,01/03/2021,
PI00428,135642,CO00365,497964,PE01301,SOTTANELLI ASSICURAZIONI S.R.L.,,Società a responsabilità limitata,"Via Pellecchia, 14, 64100",Teramo,TE,Agenti di assicurazioni,Finanziario,Dato non disponibile,Dato non disponibile,Amministratore unico,28/03/2011,
PI00030,89966,CO00024,819521,PE00795,SOCIETA' PER AMMINISTRAZIONI FIDUCIARIE SPAFID SOCIETA' PER AZIONI,,Società per azioni,"Via Filodrammatici, 10, 20121",Milano,MI,Attività delle società fiduciarie di amministrazione,Finanziario,Dato non disponibile,Da 11 a 50,Consigliere,19/10/2009,
PI00447,109717,CO00300,496113,PE01212,GESTIONI ASSICURATIVE S.R.L.,,Società a responsabilità limitata,"Via San Bartolomeo, 11, 25128",Brescia,BS,Agenti di assicurazioni,Finanziario,Tra 250.000 e 2.000.000 euro,Da 11 a 50,Institore,03/05/2018,
PI00448,109717,CO00300,496113,PE01212,GESTIONI ASSICURATIVE S.R.L.,,Società a responsabilità limitata,"Via San Bartolomeo, 11, 25128",Brescia,BS,Agenti di assicurazioni,Finanziario,Tra 250.000 e 2.000.000 euro,Da 11 a 50,Consigliere,03/05/2018,
PI00057,96311,CO00046,822351,PE00160,AGIELLE CONSULTING SOCIETA' A RESPONSABILITA' LIMITATA,,Società a responsabilità limitata,"Via San Giacomo, 32, 80133",Napoli,NA,Agenti di assicurazioni,Finanziario,Tra 250.000 e 2.000.000 euro,Da 3 a 10,Azionista,,95.00
PI00486,96309,CO00287,523802,PE01040,DOLCEDRAGO S.P.A.,,Società per azioni,"Fratelli Cervi Residenza Parco, SNC, 20090","Milano Due, Segrate",MI,Attività delle holding impegnate nelle attività gestionali (holding operative),Finanziario,Tra 250.000 e 2.000.000 euro,Da 11 a 50,Azionista,,99.50
PI00274,96523,CO00193,819346,PE00929,TERUS DI TURCO S.R.L.,,Società a responsabilità limitata,"Corso Umberto I, 169/B, 74123",Taranto,TA,Agenti di assicurazioni,Finanziario,Tra 250.000 e 2.000.000 euro,Da 3 a 10,Azionista,,22.00
PI00233,96472,CO00163,494879,PE00641,NOVARA LAGHI S.A.S.,,Società in accomandita semplice,"Corso Vercelli, 2/I, 28100",Novara,NO,Agenti di assicurazioni,Finanziario,Tra 250.000 e 2.000.000 euro,Da 11 a 50,Azionista,,26.00
PI00503,135642,CO00365,497964,PE01301,SOTTANELLI ASSICURAZIONI S.R.L.,,Società a responsabilità limitata,"Via Pellecchia, 14, 64100",Teramo,TE,Agenti di assicurazioni,Finanziario,Dato non disponibile,Dato non disponibile,Azionista,,90.00
PI00510,96288,CO00028,499584,PE00601,FILGEST S.R.L.,,Società a responsabilità limitata,"Strada Provinciale 74, KM.0,400, 97015",Modica,RG,attività delle holding impegnate nelle attività gestionali (holding operative),Finanziario,Tra 250.000 e 2.000.000 euro,Fino a 2,Azionista,,49.50
PI00035,96289,CO00029,499584,PE00601,GIAP HOLDING S.P.A.,,Società per azioni,"74, KM.0,400, 97015",Modica,RG,attività delle holding impegnate nelle attività gestionali (holding operative),Finanziario,Minore o uguale a 250.000 euro,Fino a 2,Azionista,,22.50
PI00517,109717,CO00300,496113,PE01212,GESTIONI ASSICURATIVE S.R.L.,,Società a responsabilità limitata,"Via San Bartolomeo, 11, 25128",Brescia,BS,Agenti di assicurazioni,Finanziario,Tra 250.000 e 2.000.000 euro,Da 11 a 50,Azionista,,50.00
PI00011,27581,CO00010,495022,PE00242,CENTRO VENETO SERVIZI S.P.A.,,Società per azioni,"VIA CRISTOFORO COLOMBO, 29 - 35043",Monselice,PD,"Raccolta, trattamento e fornitura di acqua",Forniture,Tra 10.000.000 e 50.000.000 euro,Più di 250,Consigliere,20/09/2016,
PI00012,27581,CO00010,495022,PE00242,CENTRO VENETO SERVIZI S.P.A.,,Società per azioni,"VIA CRISTOFORO COLOMBO, 29 - 35043",Monselice,PD,"Raccolta, trattamento e fornitura di acqua",Forniture,Tra 10.000.000 e 50.000.000 euro,Più di 250,Presidente del consiglio di amministrazione,22/01/2018,
PI00419,14653,CO00275,534870,PE01085,SOCIETÀ PER LA REGOLAMENTAZIONE DEL SERVIZIO DI GESTIONE RIFIUTI MESSINA AREA METROPOLITANA SOCIETÀ CONSORTILE PER AZIONI SIGLA: S.R.R. MESSINA AREA METROPOLITANA SOCIETÀ CONSORTILE S.P.A,,Società consortile,"CORSO CONTE CAMILLO BENSO DI CAVOUR, 87 - 98122",Messina,ME,Trattamento e smaltimento di altri rifiuti non pericolosi,Gestione rifiuti,Minore o uguale a 250.000 euro,Da 11 a 50,Consigliere,05/07/2022,
PI00420,14653,CO00275,534870,PE01085,SOCIETÀ PER LA REGOLAMENTAZIONE DEL SERVIZIO DI GESTIONE RIFIUTI MESSINA AREA METROPOLITANA SOCIETÀ CONSORTILE PER AZIONI SIGLA: S.R.R. MESSINA AREA METROPOLITANA SOCIETÀ CONSORTILE S.P.A,,Società consortile,"CORSO CONTE CAMILLO BENSO DI CAVOUR, 87 - 98122",Messina,ME,Trattamento e smaltimento di altri rifiuti non pericolosi,Gestione rifiuti,Minore o uguale a 250.000 euro,Da 11 a 50,Presidente del consiglio di amministrazione,05/07/2022,
PI00054,96308,CO00044,818990,PE00719,"RENZO PIANO BUILDING WORKSHOP - S.R.L. SIGLABILE ""R.P.B.W. - S.R.L.""",,Società a responsabilità limitata con un unico socio,"Via Pietro Paolo Rubens, 29, 16158","Crevari, Genova",GE,Attività degli studi di architettura,Immobiliare,Tra 10.000.000 e 50.000.000 euro,Da 11 a 50,Consigliere,09/01/2012,
PI00421,131616,CO00307,496660,PE01014,PMR IMMOBILIARE SRL,,Società a responsabilità limitata,"Via Giuseppe De Nava, 40/B, 89123",Reggio di Calabria,RC,Locazione immobiliare di beni propri o in leasing (affitto),Immobiliare,Tra 250.000 e 2.000.000 euro,Dato non disponibile,Amministratore unico,07/09/2015,
PI00424,97447,CO00291,862807,PE01057,DONIGA REAL ESTATE SRL,,Società a responsabilità limitata,"Galleria Del Corso, 1, 20122",Milano,MI,Locazione immobiliare di beni propri o in leasing (affitto),Immobiliare,Minore o uguale a 250.000 euro,Dato non disponibile,Institore,18/07/2022,
PI00425,97447,CO00291,862807,PE01057,DONIGA REAL ESTATE SRL,,Società a responsabilità limitata,"Galleria Del Corso, 1, 20122",Milano,MI,Locazione immobiliare di beni propri o in leasing (affitto),Immobiliare,Minore o uguale a 250.000 euro,Dato non disponibile,Consigliere,18/07/2022,
PI00372,131658,CO00251,510057,PE00750,CAPITAL HOME SRL,,Società a responsabilità limitata,"Via Lago Di Garda, 21, 36031",Dueville,VI,Compravendita di beni immobili effettuata su beni propri,Immobiliare,Minore o uguale a 250.000 euro,Dato non disponibile,Consigliere,11/02/2019,
PI00371,131658,CO00251,510057,PE00750,CAPITAL HOME SRL,,Società a responsabilità limitata,"Via Lago Di Garda, 21, 36031",Dueville,VI,Compravendita di beni immobili effettuata su beni propri,Immobiliare,Minore o uguale a 250.000 euro,Dato non disponibile,Vice Presidente del consiglio di amministrazione,11/02/2019,
PI00370,131658,CO00251,510057,PE00750,CAPITAL HOME SRL,,Società a responsabilità limitata,"Via Lago Di Garda, 21, 36031",Dueville,VI,Compravendita di beni immobili effettuata su beni propri,Immobiliare,Minore o uguale a 250.000 euro,Dato non disponibile,Amministratore delegato,11/02/2019,
PI00066,96319,CO00054,822223,PE00741,AZZURRA IMMOBILIARE S.R.L.,,Società a responsabilità limitata,"Via Carlo Marx, SNC, 06012",Città di Castello,PG,Locazione immobiliare di beni propri o in leasing (affitto),Immobiliare,Minore o uguale a 250.000 euro,Dato non disponibile,Socio,15/02/2017,
PI00472,108713,CO00295,849688,PE01162,DAMA - SOCIETA' A RESPONSABILITA' LIMITATA,,Società a responsabilità limitata,"Via Atto Tigri, 11, 00197",Roma,RM,Compravendita di beni immobili effettuata su beni propri,Immobiliare,Minore o uguale a 250.000 euro,Dato non disponibile,Amministratore unico,14/07/2010,
PI00219,96463,CO00154,819540,PE00143,TAICA S.R.L.,,Società a responsabilità limitata,"Via Del Gallitello, 55, 85100",Potenza,PZ,Compravendita di beni immobili effettuata su beni propri,Immobiliare,Minore o uguale a 250.000 euro,Fino a 2,Amministratore unico,20/01/2005,
PI00479,96423,CO00128,736881,PE00106,ELEUTHERIA S.R.L.,,Società a responsabilità limitata,"Via Delle Mantellate, 9, 50129",Firenze,FI,"Gestione di uffici temporanei, uffici residence",Immobiliare,Minore o uguale a 250.000 euro,Fino a 2,Consigliere,04/04/2022,
PI00334,96422,CO00127,646831,PE00880,SUPERMERCATI SAN VALENTINO S.R.L.,,Società a responsabilità limitata,"Via Antonio Lora, 9/11, 36070",Trissino,VI,Sviluppo di progetti immobiliari senza costruzione,Immobiliare,Tra 2.000.000 e 10.000.000 euro,Da 11 a 50,Azionista,,24.00
PI00266,96518,CO00188,822220,PE00060,"IMMOBILI URBANI E RUSTICI - I.U.R.A. S.R.L., IN LIQUIDAZIONE IN F ORMA ABBREVIATA I.U.R.A. S.R.L., IN LIQUIDAZIONE",,Società a responsabilità limitata,"Via Fratelli Porcellaga, 24/A, 25122",Brescia,BS,Compravendita di beni immobili effettuata su beni propri,Immobiliare,Minore o uguale a 250.000 euro,Da 3 a 10,Azionista,,2.42
PI00491,135618,CO00341,960882,PE01072,IMMOBILIARE APPIA SOCIETA' A RESPONSABILITA' LIMITATA,,Società a responsabilità limitata,"Via Appia Antica, 2, 00154",Roma,RM,Locazione immobiliare di beni propri o in leasing (affitto),Immobiliare,Dato non disponibile,Dato non disponibile,Azionista,,60.00
PI00494,109875,CO00302,495741,PE01097,BECCARIA SERVICE S.R.L.,,Società a responsabilità limitata,"Via Cesare Beccaria, 14, 95123",Catania,CT,Locazione immobiliare di beni propri o in leasing (affitto),Immobiliare,Minore o uguale a 250.000 euro,Fino a 2,Azionista,,25.00
PI00495,109874,CO00301,495741,PE01097,C.T.A. SERVICE S.R.L.,,Società a responsabilità limitata,"Via Cesare Beccaria, 14, 95123",Catania,CT,Locazione immobiliare di beni propri o in leasing (affitto),Immobiliare,Minore o uguale a 250.000 euro,Fino a 2,Azionista,,25.00
PI00053,96307,CO00043,818990,PE00719,RP SAFE S.R.L.,,Società a responsabilità limitata,"Largo Cardinale Alfredo Ildefonso Schuster, 1, 20122",Milano,MI,"ATTIVITÀ DEGLI STUDI DI ARCHITETTURA, INGEGNERIA ED ALTRI STUDI TECNICI",Immobiliare,Tra 250.000 e 2.000.000 euro,Fino a 2,Azionista,,99.00
PI00500,97447,CO00291,862807,PE01057,DONIGA REAL ESTATE SRL,,Società a responsabilità limitata,"Galleria Del Corso, 1, 20122",Milano,MI,Locazione immobiliare di beni propri o in leasing (affitto),Immobiliare,Minore o uguale a 250.000 euro,Dato non disponibile,Azionista,,1.00
PI00502,96341,CO00073,861201,PE01303,Nextnow Societa' A Responsabilita' Limitata In Liquidazione,,Società a responsabilità limitata,"Via Argiro, 29, 70122",Bari,BA,"ATTIVITÀ DEGLI STUDI DI ARCHITETTURA, INGEGNERIA ED ALTRI STUDI TECNICI",Immobiliare,Minore o uguale a 250.000 euro,Fino a 2,Azionista,,33.33
PI00393,131658,CO00251,510057,PE00750,CAPITAL HOME SRL,,Società a responsabilità limitata,"Via Lago Di Garda, 21, 36031",Dueville,VI,Compravendita di beni immobili effettuata su beni propri,Immobiliare,Minore o uguale a 250.000 euro,Dato non disponibile,Azionista,,40.00
PI00067,96319,CO00054,822223,PE00741,AZZURRA IMMOBILIARE S.R.L.,,Società a responsabilità limitata,"Via Carlo Marx, SNC, 06012",Città di Castello,PG,Locazione immobiliare di beni propri o in leasing (affitto),Immobiliare,Minore o uguale a 250.000 euro,Dato non disponibile,Azionista,,100.00
PI00100,96354,CO00078,848522,PE00556,SPEM S.R.L.,,Società a responsabilità limitata,"Corso Venezia, 61, 20121",Milano,MI,Compravendita di beni immobili effettuata su beni propri,Immobiliare,Tra 10.000.000 e 50.000.000 euro,Fino a 2,Azionista,,15.00
PI00515,133436,CO00308,822278,PE00499,IMMOBILIARE LATINI S.R.L.,,Società a responsabilità limitata,"Piazza Del Comune, 30, 60044",Fabriano,AN,Locazione immobiliare di beni propri o in leasing (affitto),Immobiliare,Minore o uguale a 250.000 euro,Fino a 2,Azionista,,30.00
PI00093,96341,CO00073,819056,PE00305,Nextnow Societa' A Responsabilita' Limitata In Liquidazione,,Società a responsabilità limitata,"Via Argiro, 29, 70122",Bari,BA,"ATTIVITÀ DEGLI STUDI DI ARCHITETTURA, INGEGNERIA ED ALTRI STUDI TECNICI",Immobiliare,Minore o uguale a 250.000 euro,Fino a 2,Azionista,,33.33
PI00532,108713,CO00295,849688,PE01162,DAMA - SOCIETA' A RESPONSABILITA' LIMITATA,,Società a responsabilità limitata,"Via Atto Tigri, 11, 00197",Roma,RM,Compravendita di beni immobili effettuata su beni propri,Immobiliare,Minore o uguale a 250.000 euro,Dato non disponibile,Azionista,,100.00
PI00220,96463,CO00154,819540,PE00143,TAICA S.R.L.,,Società a responsabilità limitata,"Via Del Gallitello, 55, 85100",Potenza,PZ,Compravendita di beni immobili effettuata su beni propri,Immobiliare,Minore o uguale a 250.000 euro,Fino a 2,Azionista,,5.00
PI00536,96423,CO00128,736881,PE00106,ELEUTHERIA S.R.L.,,Società a responsabilità limitata,"Via Delle Mantellate, 9, 50129",Firenze,FI,"Gestione di uffici temporanei, uffici residence",Immobiliare,Minore o uguale a 250.000 euro,Fino a 2,Azionista,,33.33
PI00301,96561,CO00212,822346,PE00469,HS COMPANY S.R.L.,,Società a responsabilità limitata,"Via Pietra Tonda, 20, 83038, Montemiletto ",Montemiletto,AV,Altre Attività dei servizi connessi alle tecnologie dell'informatica nca,Informatica,Tra 2.000.000 e 10.000.000 euro,Da 51 a 250,Socio,07/09/2018,
PI00469,97404,CO00242,819597,PE00206,UCAPITAL24 S.P.A.,,Società per azioni,"Via Molino Delle Armi, 11, 20123",Milano,MI,Produzione di software non connesso all'edizione,Informatica,Minore o uguale a 250.000 euro,Da 11 a 50,Sindaco effettivo,29/04/2022,
PI00504,135635,CO00358,959450,PE01290,"APFELSTRUDEL S.R.L. ""STARTUP COSTITUITA A NORMA DELL'ARTICOLO 4 COMMA 10 BIS DEL DECRETO LEGGE 24 GENNAIO 2015, N. 3""",,Società a responsabilità limitata,"Via Scuderie, 7, 39012",Merano,BZ,Altre attività dei servizi connessi alle tecnologie dell'informatica nca,Informatica,Dato non disponibile,Dato non disponibile,Azionista,,20.00
PI00251,96495,CO00177,494583,PE00725,E.D.A. S.R.L. SOCIETA' TRA PROFESSIONISTI,,Società a responsabilità limitata,"Via Giovanni Battista Botalla, 3, 13900",Biella,BI,Elaborazione elettronica di dati contabili (esclusi i Centri di assistenza fiscale - Caf),Informatica,Tra 250.000 e 2.000.000 euro,Da 3 a 10,Azionista,,5.00
PI00302,96561,CO00212,822346,PE00469,HS COMPANY S.R.L.,,Società a responsabilità limitata,"Via Pietra Tonda, 20, 83038", Montemiletto,AV,Altre attività dei servizi connessi alle tecnologie dell'informatica nca,Informatica,Tra 2.000.000 e 10.000.000 euro,Da 51 a 250,Azionista,,100.00
PI00537,135612,CO00335,607505,PE01125,REKONTA & PARTNERS SRL,,Società a responsabilità limitata,"Via San Martino Del Carso, 35, 25025",Manerbio,BS,Elaborazione dati,Informatica,Dato non disponibile,Dato non disponibile,Azionista,,50.00
PI00458,87521,CO00280,495335,PE01177,FERSALENTO *SRL,,Società a responsabilità limitata,"Via Brenta, 2/A, 73100",Lecce,LE,Costruzione di linee ferroviarie e metropolitane,Infrastrutture,Maggiore di 50.000.000 euro,Da 51 a 250,Amministratore,13/07/2021,
PI00459,135599,CO00322,495335,PE01177,CONSORZIO ARMATORI FERROVIARI S.C.P.A. - CONSORZIO STABILE,,Società consortile,"Via Duca D'Aosta, 34, 73100",Lecce,LE,Costruzione di linee ferroviarie e metropolitane,Infrastrutture,Dato non disponibile,Dato non disponibile,Amministratore,13/07/2021,
PI00429,135639,CO00362,958635,PE01299,SALVIATI S.R.L.,,Società a responsabilità limitata con un unico socio,"Fondamenta Lorenzo Radi, 16, 30141","Murano, Venezia",VE,Lavorazione di vetro a mano e a soffio artistico,Manifatturiero,Dato non disponibile,Dato non disponibile,Consigliere,25/09/2015,
PI00452,135602,CO00325,959528,PE01188,ANGELO ORSONI S.R.L.,,Società a responsabilità limitata con un unico socio,"Sestiere Cannaregio, 1045, 30121",Venezia,VE,Fabbricazione di altri prodotti in vetro (inclusa la vetreria tecnica),Manifatturiero,Dato non disponibile,Dato non disponibile,Consigliere,01/01/2008,
PI00453,89667,CO00282,959528,PE01188,TREND GROUP S.P.A.,,Società per azioni,"Piazzale Torquato Fraccon, 8, 36100",Vicenza,VI,Fabbricazione di altri prodotti in vetro (inclusa la vetreria tecnica),Manifatturiero,Tra 10.000.000 e 50.000.000 euro,Da 11 a 50,Consigliere,28/06/2002,
PI00454,89667,CO00282,959528,PE01188,TREND GROUP S.P.A.,,Società per azioni,"Piazzale Torquato Fraccon, 8, 36100",Vicenza,VI,Fabbricazione di altri prodotti in vetro (inclusa la vetreria tecnica),Manifatturiero,Tra 10.000.000 e 50.000.000 euro,Da 11 a 50,Presidente del consiglio di amministrazione,15/12/2022,
PI00455,89667,CO00282,959528,PE01188,TREND GROUP S.P.A.,,Società per azioni,"Piazzale Torquato Fraccon, 8, 36100",Vicenza,VI,Fabbricazione di altri prodotti in vetro (inclusa la vetreria tecnica),Manifatturiero,Tra 10.000.000 e 50.000.000 euro,Da 11 a 50,Amministratore delegato,07/08/2019,
PI00083,96332,CO00065,505870,PE00793,NUOVA TRIESTEUFFICIO S.R.L.,,Società a responsabilità limitata,"Via Antonio Pigafetta, 1, 34147",Trieste,TS,Fabbricazione di oggetti di cancelleria,Manifatturiero,Tra 250.000 e 2.000.000 euro,Da 3 a 10,Azionista,,30.00
PI00524,89667,CO00282,959528,PE01188,TREND GROUP S.P.A.,,Società per azioni,"Piazzale Torquato Fraccon, 8, 36100",Vicenza,VI,Fabbricazione di altri prodotti in vetro (inclusa la vetreria tecnica),Manifatturiero,Tra 10.000.000 e 50.000.000 euro,Da 11 a 50,Azionista,,58.32
PI00279,96529,CO00197,541252,PE00154,G. CANDIANI - S.R.L.,,Società a responsabilità limitata,"Via Monte San Michele, 82, 21049","Abbiate Guazzone, Tradate",VA,Fabbricazione di imballaggi in materie plastiche,Manifatturiero,Tra 2.000.000 e 10.000.000 euro,Da 11 a 50,Azionista,,5.00
PI00540,4176,CO00273,822878,PE01329,E-CO S.R.L.,,Società a responsabilità limitata,"PIAZZA DELLA REPUBBLICA, 7 - 11100",Aosta,AO,Fabbricazione di altre parti ed accessori per autoveicoli e loro motori nca,Manifatturiero,Minore o uguale a 250.000 euro,Dato non disponibile,Azionista,,17.00
PI00461,135596,CO00319,496147,PE01176,STORM SOLUTION S.R.L.,,Società a responsabilità limitata,"Via Indipendenza, 15, 10095",Grugliasco,TO,Riparazione di carrozzerie di autoveicoli,Meccanica,Dato non disponibile,Dato non disponibile,Consigliere,26/07/2021,
PI00462,135596,CO00319,496147,PE01176,STORM SOLUTION S.R.L.,,Società a responsabilità limitata,"Via Indipendenza, 15, 10095",Grugliasco,TO,Riparazione di carrozzerie di autoveicoli,Meccanica,Dato non disponibile,Dato non disponibile,Presidente del consiglio di amministrazione,26/07/2021,
PI00463,135595,CO00318,496147,PE01176,OLTRE S.R.L.,,Società a responsabilità limitata,"Via Indipendenza, 15, 10095",Grugliasco,TO,Manutenzione e riparazione di autoveicoli,Meccanica,Dato non disponibile,Dato non disponibile,Consigliere,26/07/2021,
PI00464,135595,CO00318,496147,PE01176,OLTRE S.R.L.,,Società a responsabilità limitata,"Via Indipendenza, 15, 10095",Grugliasco,TO,Manutenzione e riparazione di autoveicoli,Meccanica,Dato non disponibile,Dato non disponibile,Presidente del consiglio di amministrazione,26/07/2021,
PI00446,135609,CO00332,958690,PE01217,EMILPRESS GROUP - S.R.L.,,Società a responsabilità limitata,"Via Dante Alighieri, 28, 44033","Serravalle, Riva del Po",FE,Fusione di metalli leggeri,Metallurgia,Dato non disponibile,Dato non disponibile,Consigliere,11/01/2021,
PI00038,96291,CO00031,734906,PE00222,VAL.CO.M. SRL,,Società a responsabilità limitata,"Via Giorgione, 1/A, 31037",Loria,TV,Fabbricazione di strutture metalliche e parti assemblate di strutture,Metallurgia,Minore o uguale a 250.000 euro,Fino a 2,Azionista,,95.00
PI00176,96415,CO00122,501741,PE00698,RAMMENDATURA R.P.S.R.L.,,Società a responsabilità limitata,"Via Eroi D'Africa, 52, 13855",Valdengo,BI,"Finissaggio dei tessili, degli articoli di vestiario e Attività similari",Moda,Tra 250.000 e 2.000.000 euro,Da 11 a 50,Amministratore unico,27/09/2004,
PI00174,96414,CO00121,501741,PE00698,RAMMENDATURA DI VALDENGO S.R.L.,,Società a responsabilità limitata,"Via Liberta', 41, 13855",Valdengo,BI,"Finissaggio dei tessili, degli articoli di vestiario e Attività similari",Moda,Tra 250.000 e 2.000.000 euro,Da 11 a 50,Amministratore unico,26/09/2011,
PI00207,96447,CO00144,504670,PE00269,MANIFATTURA MARA DI DARA MAURIZIO & DARA ANDREA S.N.C.,,Società in nome collettivo,"Via Antonio Meucci, 6, 46043",Castiglione delle Stiviere,MN,Fabbricazione di articoli di calzetteria in maglia,Moda,Dato non disponibile,Da 3 a 10,Amministratore,30/04/1999,
PI00177,96415,CO00122,501741,PE00698,RAMMENDATURA R.P.S.R.L.,,Società a responsabilità limitata,"Via Eroi D'Africa, 52, 13855",Valdengo,BI,"Finissaggio dei tessili, degli articoli di vestiario e attività similari",Moda,Tra 250.000 e 2.000.000 euro,Da 11 a 50,Azionista,,70.00
PI00175,96414,CO00121,501741,PE00698,RAMMENDATURA DI VALDENGO S.R.L.,,Società a responsabilità limitata,"Via Liberta', 41, 13855",Valdengo,BI,"Finissaggio dei tessili, degli articoli di vestiario e attività similari",Moda,Tra 250.000 e 2.000.000 euro,Da 11 a 50,Azionista,,93.00
PI00343,96447,CO00144,504670,PE00269,MANIFATTURA MARA DI DARA MAURIZIO & DARA ANDREA S.N.C.,,Società in nome collettivo,"Via Antonio Meucci, 6, 46043",Castiglione delle Stiviere,MN,Fabbricazione di articoli di calzetteria in maglia,Moda,Dato non disponibile,Da 3 a 10,Azionista,,60.00
PI00444,135610,CO00333,495619,PE01222,SERVIZI SALUTE BENESSERE S.R.L.,,Società a responsabilità limitata,"Via Della Torre, 07100",Sassari,SS,Studi medici specialistici e poliambulatori,Sanità,Dato non disponibile,Dato non disponibile,Consigliere,24/01/2020,
PI00473,108716,CO00298,849688,PE01162,DIAGNOSTICA STRUMENTALE C.D.S. S.R.L.,,Società a responsabilità limitata,"Via Aldo Moro, 12/14, 25124",Brescia,BS,Altri studi medici specialistici e poliambulatori,Sanità,Tra 2.000.000 e 10.000.000 euro,Da 11 a 50,Consigliere,03/07/1998,
PI00474,108716,CO00298,849688,PE01162,DIAGNOSTICA STRUMENTALE C.D.S. S.R.L.,,Società a responsabilità limitata,"Via Aldo Moro, 12/14, 25124",Brescia,BS,Altri studi medici specialistici e poliambulatori,Sanità,Tra 2.000.000 e 10.000.000 euro,Da 11 a 50,Presidente del consiglio di amministrazione,01/03/1999,
PI00475,108715,CO00297,849688,PE01162,PANATHLETICON SRL- MEDICINA DELLO SPORT,,Società a responsabilità limitata con un unico socio,"Via Aldo Moro, 14, 25124",Brescia,BS,Altri studi medici specialistici e poliambulatori,Sanità,Tra 250.000 e 2.000.000 euro,Da 3 a 10,Socio,30/10/2013,
PI00099,96353,CO00077,822340,PE00428,THERAPIA S.R.L.,,Società a responsabilità limitata,"Strada Privata Perrini, S.C., 70032",Bitonto,BA,Studi medici specialistici e poliambulatori,Sanità,Tra 250.000 e 2.000.000 euro,Da 3 a 10,Azionista,,10.00
PI00529,108716,CO00298,849688,PE01162,DIAGNOSTICA STRUMENTALE C.D.S. S.R.L.,,Società a responsabilità limitata,"Via Aldo Moro, 12/14, 25124",Brescia,BS,Altri studi medici specialistici e poliambulatori,Sanità,Tra 2.000.000 e 10.000.000 euro,Da 11 a 50,Azionista,,80.01
PI00530,108715,CO00297,849688,PE01162,PANATHLETICON SRL- MEDICINA DELLO SPORT,,Società a responsabilità limitata con un unico socio,"Via Aldo Moro, 14, 25124",Brescia,BS,Altri studi medici specialistici e poliambulatori,Sanità,Tra 250.000 e 2.000.000 euro,Da 3 a 10,Azionista,,100.00
PI00538,135611,CO00334,959722,PE01124,CENTRO DI EMODIALISI LUNA S.R.L.,,Società a responsabilità limitata,"Largo Croci, 81057",Teano,CE,attività dei centri di dialisi,Sanità,Dato non disponibile,Dato non disponibile,Azionista,,5.17
PI00432,96465,CO00156,819521,PE00795,ASSOCIAZIONE CALCIO MONZA S.P.A.,,Società per azioni,"Via Ragazzi Del 99, 14, 20900",Monza,MB,Attività di club sportivi,Sport,Tra 250.000 e 2.000.000 euro,Da 51 a 250,Consigliere,29/04/2021,
PI00438,135625,CO00348,530647,PE01253,EMMECI SPORT SOCIETA' SPORTIVA DILETTANTISTICA A RESPONSABILITA' LIMITATA,,Società a responsabilità limitata,"Via Pellaro, 1, 00178",Roma,RM,Corsi sportivi e ricreativi,Sport,Dato non disponibile,Dato non disponibile,Consigliere,26/04/2018,
PI00347,103980,CO00228,544575,PE00337,HOCKEY CLUB VAL PUSTERIA SOCIETA' SPORTIVA DILETTANTISTICA A R.L.ABBREVIATO HC VAL PUSTERIA S.S.D.A R.L.,,Società a responsabilità limitata,"Via Neurauth, 9, 39031",Brunico,BZ,Attività di club sportivi,Sport,Tra 250.000 e 2.000.000 euro,Fino a 2,Azionista,,2.86
PI00507,135627,CO00350,960019,PE01268,SOCIETA' SPORTIVA DILETTANTISTICA OSTIENSE CALCIO A RESPONSABILITA' LIMITATA,,Società a responsabilità limitata,"Via Galla Placidia, 63/C, 00159",Roma,RM,attività di club sportivi,Sport,Dato non disponibile,Dato non disponibile,Azionista,,5.00
PI00513,103993,CO00232,822170,PE00529,OMNIA BASKET S.S.R.L.,,Società a responsabilità limitata,"Via Giacomo Franchi, 7, 27100",Pavia,PV,Corsi sportivi e ricreativi,Sport,Tra 250.000 e 2.000.000 euro,Dato non disponibile,Azionista,,10.00
PI00179,96416,CO00123,819334,PE00045,EUROSPORT SOCIETA' RESPONSABILITA LIMITATA,,Società a responsabilità limitata,"Largo Paolo Mattei Gentili, 30, 00157",Roma,RM,Gestione di palestre,Sport,Tra 250.000 e 2.000.000 euro,Fino a 2,Azionista,,12.50
PI00450,9225,CO00274,503740,PE01190,FERROVIE APPULO LUCANE S.R.L.,,Società a responsabilità limitata,"CORSO ITALIA, 8 - 70123",Bari,BA,Trasporto ferroviario di passeggeri (interurbano),Trasporto,Tra 10.000.000 e 50.000.000 euro,Più di 250,Consigliere,07/11/2018,
PI00456,88455,CO00281,559672,PE01180,CENTRO INTERMODALE DEL TRONTO S.R.L. IN BREVE C.I.T. S.R.L.,,Società a responsabilità limitata,"Localita' Villa Sant'Antonio, SNC, 63100",Ascoli Piceno,AP,Gestione di centri di movimentazione merci (interporti),Trasporto,Minore o uguale a 250.000 euro,Fino a 2,Consigliere,18/01/2021,
