private_interest_id,company_id_openpolis,company_id_transparency,person_id_openpolis,person_id_transparency,company_name,company_vat,company_type,company_headquarter_address,company_headquarter_municipality,company_headquarter_province,company_sector_description,company_transparency_sector,company_turnover_range,company_employees_range,person_company_role,person_company_role_starting_date,person_company_share_%
PI00124,96376,CO00092,553155,PE00151,AUTOBASEPARMA SOCIETA' A RESPONABILITA' LIMITATA,,Società a responsabilità limitata con un unico socio,"Via Reggio, 39/A",Parma,PR,Commercio all'ingrosso e al dettaglio di autovetture e di autoveicoli leggeri,Distribuzione,Tra 250.000 e 2.000.000 euro,Fino a 2,Socio,40562,
PI00216,96460,CO00151,751900,PE00807,MOBILIFICIO QUATTRO R-RUFA - S.R.L.,,Società a responsabilità limitata,"Localita' Sant'Angelo In Villa, SNC",Veroli,PT,Commercio al dettaglio di mobili per la casa,Distribuzione,Tra 250.000 e 2.000.000 euro,Da 3 a 10,Azionista,,16.67
PI00084,96334,CO00066,495494,PE00656,PARAMETRO S.R.L.,,Società a responsabilità limitata,"Via Bernardo Blumenstihl, 71",Roma,RM,"Commercio al dettaglio di prodotti vari, mediante l'intervento di un dimostratore o di un incaricato alla vendita (porta a porta)",Distribuzione,Tra 250.000 e 2.000.000 euro,Da 3 a 10,Azionista,,50
PI00286,96546,CO00201,822303,PE00963,VISA S.R.L.,,Società a responsabilità limitata,"Via San Vincenzo, 2",San Valentino Torio,SA,Commercio all'ingrosso e al dettaglio di altri autoveicoli,Distribuzione,Tra 250.000 e 2.000.000 euro,Fino a 2,Azionista,,90
PI00327,103938,CO00227,822343,PE00414,G.M. MECCANICA - S.R.L.,,Società a responsabilità limitata,"Strada Provinciale Fabro, 434, Palazzone",San Casciano dei Bagni,SI,Commercio all'ingrosso di materiali da costruzione (inclusi gli apparecchi igienico-sanitari),Distribuzione,Tra 250.000 e 2.000.000 euro,Da 3 a 10,Azionista,,5
PI00205,96446,CO00143,504545,PE00420,KI GROUP HOLDING S.P.A.,,Società per azioni,"Strada Di Settimo, 399/11",Torino,TO,Commercio all'ingrosso di altri prodotti alimentari,Distribuzione,Tra 10.000.000 e 50.000.000 euro,Da 51 a 250,Consigliere - terminato,42037,
PI00206,96446,CO00143,504545,PE00420,KI GROUP HOLDING S.P.A.,,Società per azioni,"Strada Di Settimo, 399/11",Torino,TO,Commercio all'ingrosso di altri prodotti alimentari,Distribuzione,Tra 10.000.000 e 50.000.000 euro,Da 51 a 250,Presidente del consiglio di amministrazione - terminato,42037,
PI00381,97216,CO00257,504545,PE00420,KI GROUP S.R.L.,,Società a responsabilità limitata,"Strada Di Settimo, 399/11",Torino,TO,Commercio al dettaglio di altri prodotti alimentari in esercizi specializzati nca,Distribuzione,Tra 2.000.000 e 10.000.000 euro,Da 11 a 50,Consigliere,43585,
PI00248,96483,CO00174,541847,PE00044,TECNOLOOK S.R.L.,,Società a responsabilità limitata,"Via Cal Lusent, 51",Pederobba,TV,"Commercio all'ingrosso di altre macchine ed attrezzature per l'industria, il commercio e la navigazione nca",Distribuzione,Tra 2.000.000 e 10.000.000 euro,Da 3 a 10,Azionista,,33.33
PI00247,96483,CO00174,541847,PE00044,TECNOLOOK S.R.L.,,Società a responsabilità limitata,"Via Cal Lusent, 51",Pederobba,TV,"Commercio all'ingrosso di altre macchine ed attrezzature per l'industria, il commercio e la navigazione nca",Distribuzione,Tra 2.000.000 e 10.000.000 euro,Da 3 a 10,Consigliere,42975,
PI00252,96496,CO00178,494583,PE00725,MASS TRADING PLUS S.R.L.,,Società per azioni,"Via Appennini, 32",Cocquio-Trevisago,VA,Commercio al dettaglio in esercizi non specializzati con prevalenza di prodotti alimentari e bevande,Distribuzione,Tra 10.000.000 e 50.000.000 euro,Da 51 a 250,Sindaco effettivo,43640,
PI00328,104002,CO00216,495279,PE00857,"*""SIBILIA COSTRUZIONI S.R.L.""",,Società a responsabilità limitata,"Via Partenio, 33",Avellino,AV,Costruzione di edifici residenziali e non residenziali,Edilizia,Minore o uguale a 250.000 euro,Fino a 2,Azionista,,32.23
PI00142,96390,CO00104,822268,PE00036,BLUE PROJECT SRL,,Società a responsabilità limitata,"Viale Europa, 73",Belluno,BL,"Posa in opera di infissi, arredi, controsoffitti, pareti mobili e simili",Edilizia,Minore o uguale a 250.000 euro,Fino a 2,Azionista,,50
PI00140,96390,CO00104,822268,PE00036,BLUE PROJECT SRL,,Società a responsabilità limitata,"Viale Europa, 73",Belluno,BL,"Posa in opera di infissi, arredi, controsoffitti, pareti mobili e simili",Edilizia,Minore o uguale a 250.000 euro,Fino a 2,Consigliere,39482,
PI00141,96390,CO00104,822268,PE00036,BLUE PROJECT SRL,,Società a responsabilità limitata,"Viale Europa, 73",Belluno,BL,"Posa in opera di infissi, arredi, controsoffitti, pareti mobili e simili",Edilizia,Minore o uguale a 250.000 euro,Fino a 2,Presidente del consiglio di amministrazione,39482,
PI00330,103929,CO00225,536663,PE00381,EDILMIL S.R.L.,,Società a responsabilità limitata con un unico socio,Via Francesco Chironi,Cagliari,CA,Costruzione di edifici residenziali e non residenziali,Edilizia,Minore o uguale a 250.000 euro,Fino a 2,Azionista,,100
PI00329,103929,CO00225,536663,PE00381,EDILMIL S.R.L.,,Società a responsabilità limitata con un unico socio,Via Francesco Chironi,Cagliari,CA,Costruzione di edifici residenziali e non residenziali,Edilizia,Minore o uguale a 250.000 euro,Fino a 2,Socio,41489,
PI00085,96335,CO00067,495494,PE00656,SE.CO.P. SRL,,Società a responsabilità limitata,"Via Panebianco, 177",Cosenza,CS,Costruzione di edifici residenziali e non residenziali,Edilizia,Dato non disponibile,Da 51 a 250,Azionista,,20
PI00187,96433,CO00130,819351,PE00612,PROTECNA - S.R.L.,,Società a responsabilità limitata,"Viale Odescalchi, 16",Bracciano,FR,Costruzione di edifici residenziali e non residenziali,Edilizia,Tra 250.000 e 2.000.000 euro,Da 3 a 10,Azionista,,83.33
PI00097,96350,CO00076,644832,PE00786,EDILE S.P.A.,,Società per azioni,"Piazza Generale Armando Diaz, 1",Milano,MI,Costruzione di edifici residenziali e non residenziali,Edilizia,Tra 10.000.000 e 50.000.000 euro,Da 11 a 50,Consigliere,43455,
PI00098,96350,CO00076,644832,PE00786,EDILE S.P.A.,,Società per azioni,"Piazza Generale Armando Diaz, 1",Milano,MI,Costruzione di edifici residenziali e non residenziali,Edilizia,Tra 10.000.000 e 50.000.000 euro,Da 11 a 50,Presidente del consiglio di amministrazione,43509,
PI00144,96393,CO00106,502680,PE00082,IMPRESA BIANCHI COSTRUZIONI S.R.L.,,Società a responsabilità limitata,"Via Francesco Carmagnola, 13",Milano,MI,Costruzione di edifici residenziali e non residenziali,Edilizia,Tra 250.000 e 2.000.000 euro,Da 3 a 10,Azionista,,10
PI00157,96397,CO00110,494826,PE00304,GDF SYSTEM S.R.L.,,Società a responsabilità limitata,"Via Milanese, 3",Sesto San Giovanni,MI,Costruzione di edifici residenziali e non residenziali,Edilizia,Tra 250.000 e 2.000.000 euro,Fino a 2,Azionista,,1
PI00155,96397,CO00110,494826,PE00304,GDF SYSTEM S.R.L.,,Società a responsabilità limitata,"Via Milanese, 3",Sesto San Giovanni,MI,Costruzione di edifici residenziali e non residenziali,Edilizia,Tra 250.000 e 2.000.000 euro,Fino a 2,Consigliere,43130,
PI00156,96397,CO00110,494826,PE00304,GDF SYSTEM S.R.L.,,Società a responsabilità limitata,"Via Milanese, 3",Sesto San Giovanni,MI,Costruzione di edifici residenziali e non residenziali,Edilizia,Tra 250.000 e 2.000.000 euro,Fino a 2,Presidente del consiglio di amministrazione,43137,
PI00397,131555,CO00267,819523,PE00235,CASA CON VISTA SRL,,Società a responsabilità limitata,"Via Del Belvedere, 8",Salerno,SA,Costruzione di edifici residenziali e non residenziali,Edilizia,Tra 250.000 e 2.000.000 euro,Dato non disponibile,Azionista,,10
PI00167,96401,CO00114,495860,PE00256,CASE DEL PORTO S.R.L.,,Società a responsabilità limitata,"Via Genova, 49",Olbia,SS,Costruzione di edifici residenziali e non residenziali,Edilizia,Tra 250.000 e 2.000.000 euro,Fino a 2,Azionista,,6
PI00365,131636,CO00247,494583,PE00725,MTP IMMOBILIARE S.P.A.,,Società per azioni,"Via Appennini, 32",Cocquio-Trevisago,VA,Costruzione di edifici residenziali e non residenziali,Edilizia,Tra 2.000.000 e 10.000.000 euro,Fino a 2,Sindaco supplente,43981,
PI00193,96438,CO00135,819521,PE00795,ARNOLDO MONDADORI EDITORE SPA,,Società per azioni,"Via Bianca Di Savoia, 12",Milano,MI,Edizione di riviste e periodici,Editoria,Maggiore di 50.000.000 euro,Più di 250,Consigliere,41018,
PI00201,96444,CO00141,504545,PE00420,VISIBILIA EDITORE S.P.A.,,Società per azioni,"Via Pompeo Litta, 9",Milano,MI,Edizione di riviste e periodici,Editoria,Tra 2.000.000 e 10.000.000 euro,Da 3 a 10,Amministratore delegato,42944,
PI00202,96444,CO00141,504545,PE00420,VISIBILIA EDITORE S.P.A.,,Società per azioni,"Via Pompeo Litta, 9",Milano,MI,Edizione di riviste e periodici,Editoria,Tra 2.000.000 e 10.000.000 euro,Da 3 a 10,Consigliere,41954,
PI00203,96444,CO00141,504545,PE00420,VISIBILIA EDITORE S.P.A.,,Società per azioni,"Via Pompeo Litta, 9",Milano,MI,Edizione di riviste e periodici,Editoria,Tra 2.000.000 e 10.000.000 euro,Da 3 a 10,Presidente del consiglio di amministrazione,42412,
PI00121,96375,CO00091,764425,PE00907,LEGATORIA TOFFANIN S.R.L.,,Società a responsabilità limitata,"Viale Della Regione Veneto, 12",Padova,PD,Legatoria e servizi connessi,Editoria,Tra 250.000 e 2.000.000 euro,Da 11 a 50,Azionista,,25
PI00120,96375,CO00091,764425,PE00907,LEGATORIA TOFFANIN S.R.L.,,Società a responsabilità limitata,"Viale Della Regione Veneto, 12",Padova,PD,Legatoria e servizi connessi,Editoria,Tra 250.000 e 2.000.000 euro,Da 11 a 50,Consigliere,39797,
PI00040,96293,CO00033,496869,PE00390,SECOLO D'ITALIA S.R.L.,,Società a responsabilità limitata con un unico socio,"Via Della Scrofa, 39",Roma,RM,Edizione di quotidiani,Editoria,Minore o uguale a 250.000 euro,Da 11 a 50,Azionista,,100
PI00112,96365,CO00086,822247,PE00262,PROSPECTA S.R.L.,,Società a responsabilità limitata,"Via San Rocchetto, 3",Verona,VR,"EDIZIONE DI LIBRI, PERIODICI ED ALTRE ATTIVITÃ€ EDITORIALI",Editoria,Tra 250.000 e 2.000.000 euro,Da 3 a 10,Azionista,,56
PI00150,96395,CO00108,494826,PE00304,ATENA IMPRESA SOCIALE S.R.L.,,Società a responsabilità limitata,"Via Andrea Appiani, 1",Monza,MB,Istruzione secondaria di secondo grado di formazione generale: licei,Educazione,Tra 250.000 e 2.000.000 euro,Da 11 a 50,Azionista,,50
PI00148,96395,CO00108,494826,PE00304,ATENA IMPRESA SOCIALE S.R.L.,,Società a responsabilità limitata,"Via Andrea Appiani, 1",Monza,MB,Istruzione secondaria di secondo grado di formazione generale: licei,Educazione,Tra 250.000 e 2.000.000 euro,Da 11 a 50,Consigliere,42192,
PI00149,96395,CO00108,494826,PE00304,ATENA IMPRESA SOCIALE S.R.L.,,Società a responsabilità limitata,"Via Andrea Appiani, 1",Monza,MB,Istruzione secondaria di secondo grado di formazione generale: licei,Educazione,Tra 250.000 e 2.000.000 euro,Da 11 a 50,Presidente del consiglio di amministrazione,42192,
PI00041,96297,CO00034,819597,PE00206,ESAUTOMOTION S.P.A.,,Società per azioni,"Via Della Meccanica, 23/1",Carpi,MO,"Installazione di strumenti ed apparecchi di misurazione, controllo, prova, navigazione e simili (incluse le apparecchiature di controllo dei processi industriali)",Elettronica,Tra 10.000.000 e 50.000.000 euro,Da 11 a 50,Consigliere,43279,
PI00052,96305,CO00042,494253,PE00167,ELIA S.R.L.,,Società a responsabilità limitata,Zona Artigianale,Marrubiu,OR,Fabbricazione di altri componenti elettronici,Elettronica,Dato non disponibile,Da 51 a 250,Sindaco supplente,36676,
PI00181,96418,CO00124,504606,PE00668,GURUS S.R.L.,,Società a responsabilità limitata,"Via Faentina, 44",Brisighella,RA,Fabbricazione di apparecchi per la riproduzione e registrazione del suono e delle immagini,Elettronica,Tra 250.000 e 2.000.000 euro,Fino a 2,Azionista,,20
PI00180,96418,CO00124,504606,PE00668,GURUS S.R.L.,,Società a responsabilità limitata,"Via Faentina, 44",Brisighella,RA,Fabbricazione di apparecchi per la riproduzione e registrazione del suono e delle immagini,Elettronica,Tra 250.000 e 2.000.000 euro,Fino a 2,Amministratore,41831,
PI00270,96520,CO00190,519118,PE00507,TCI - TELECOMUNICAZIONI ITALIA - S.R.L.,,Società a responsabilità limitata,"Via Antonio Parma, 14",Saronno,VA,Fabbricazione di altri componenti elettronici,Elettronica,Maggiore di 50.000.000 euro,Da 51 a 250,Azionista,,95
PI00269,96520,CO00190,519118,PE00507,TCI - TELECOMUNICAZIONI ITALIA - S.R.L.,,Società a responsabilità limitata,"Via Antonio Parma, 14",Saronno,VA,Fabbricazione di altri componenti elettronici,Elettronica,Maggiore di 50.000.000 euro,Da 51 a 250,Amministratore unico,40159,
PI00258,96513,CO00183,822321,PE00474,SITVERBA S.R.L.,,Società a responsabilità limitata,"Via Quarantadue Martiri, 165",Verbania,VB,Installazione di impianti elettrici ed elettronici (inclusa manutenzione e riparazione),Elettronica,Tra 10.000.000 e 50.000.000 euro,Da 51 a 250,Revisore dei conti,42105,
PI00259,96513,CO00183,822321,PE00474,SITVERBA S.R.L.,,Società a responsabilità limitata,"Via Quarantadue Martiri, 165",Verbania,VB,Installazione di impianti elettrici ed elettronici (inclusa manutenzione e riparazione),Elettronica,Tra 10.000.000 e 50.000.000 euro,Da 51 a 250,Sindaco effettivo,42105,
PI00253,96497,CO00179,494583,PE00725,PELLEREI ENERGIA SOCIETA' AGRICOLA S.R.L.,,Società a responsabilità limitata,"Via Spolina, 83",Cossato,BI,Produzione di energia elettrica,Energia,Tra 2.000.000 e 10.000.000 euro,Da 11 a 50,Sindaco effettivo,43090,
PI00386,96581,CO00261,686472,PE00994,ASCOPIAVE ENERGIE S.P.A.,,Società per azioni,"Via Verizzo, 1030", Pieve di Soligo,TV,Commercio di gas distribuito mediante condotte,Energia,Tra 2.000.000 e 10.000.000 euro,Da 11 a 50,Presidente del consiglio di amministrazione,42577,
PI00387,96581,CO00261,686472,PE00994,ASCOPIAVE ENERGIE S.P.A.,,Società per azioni,"Via Verizzo, 1030", Pieve di Soligo,TV,Commercio di gas distribuito mediante condotte,Energia,Tra 2.000.000 e 10.000.000 euro,Da 11 a 50,Consigliere,42577,
PI00061,96314,CO00049,819320,PE00564,KEDRION S.P.A.,,Società per azioni,"Localita' Ai Conti, SNC",Barga,LU,Fabbricazione di medicinali ed altri preparati farmaceutici,Farmaceutica,Maggiore di 50.000.000 euro,Più di 250,Consigliere,40326,
PI00018,32901,CO00014,549300,PE00770,FARMACIA COMUNALE DI VITTUONE S.R.L.,,Società a responsabilità limitata,"Strada 227, 227",Vittuone,MI,Farmacie,Farmaceutica,Tra 2.000.000 e 10.000.000 euro,Da 3 a 10,Sindaco supplente,42915,
PI00383,125883,CO00259,819620,PE00211,FARMACIA MONGIOVI' DI MONGIOVI' ANNA E C. S.N.C.,,Società in nome collettivo,"Via Don Giovanni Colletto, 36",Corleone,PA,Farmacie,Farmaceutica,Dato non disponibile,Da 11 a 50,Socio,42643,
PI00400,125883,CO00259,819620,PE00211,FARMACIA MONGIOVI' DI MONGIOVI' ANNA E C. S.N.C.,,Società in nome collettivo,"Via Don Giovanni Colletto, 36",Corleone,PA,Farmacie,Farmaceutica,Dato non disponibile,Da 11 a 50,Azionista,,12
PI00073,96324,CO00058,504345,PE00625,NEGOTIUM ASSICURAZIONI DI MORGONI MARIO E MARCANTONI GIUSEPPE S.N.C.,,Società in nome collettivo,"Via Silvio Zavatti, 10",Civitanova Marche,MC,Agenti di assicurazioni,Finanziario,Tra 250.000 e 2.000.000 euro,Fino a 2,Azionista,,50
PI00072,96324,CO00058,504345,PE00625,NEGOTIUM ASSICURAZIONI DI MORGONI MARIO E MARCANTONI GIUSEPPE S.N.C.,,Società in nome collettivo,"Via Silvio Zavatti, 10",Civitanova Marche,MC,Agenti di assicurazioni,Finanziario,Tra 250.000 e 2.000.000 euro,Fino a 2,Socio,42926,
PI00030,89966,CO00024,819521,PE00795,SOCIETA' PER AMMINISTRAZIONI FIDUCIARIE SPAFID SOCIETA' PER AZIONI,,Società per azioni,"Via Filodrammatici, 10",Milano,MI,Attività delle società fiduciarie di amministrazione,Finanziario,Dato non disponibile,Da 11 a 50,Consigliere,40105,
PI00071,96322,CO00057,819316,PE00844,H14 S.P.A.,,Società per azioni,"Via Fatebenefratelli, 5",Milano,MI,Attività delle holding impegnate nelle attività gestionali (holding operative),Finanziario,Minore o uguale a 250.000 euro,Da 11 a 50,Sindaco effettivo,43584,
PI00136,96387,CO00101,819594,PE00579,DYNAMIN HOLDING S.P.A.,,Società per azioni,"Via Bisceglie, 76",Milano,MI,Attività delle holding impegnate nelle attività gestionali (holding operative),Finanziario,Tra 2.000.000 e 10.000.000 euro,Fino a 2,Azionista,,58.62
PI00147,96394,CO00107,494826,PE00304,GRUPPO DELLA FRERA S.P.A. O IN FORMA ABBREVIATA GDF GROUP S.P.A.,,Società per azioni,"Via Milanese, 3",Sesto San Giovanni,MI,Attività delle holding impegnate nelle attività gestionali (holding operative),Finanziario,Tra 250.000 e 2.000.000 euro,Fino a 2,Azionista,,81
PI00145,96394,CO00107,494826,PE00304,GRUPPO DELLA FRERA S.P.A. O IN FORMA ABBREVIATA GDF GROUP S.P.A.,,Società per azioni,"Via Milanese, 3",Sesto San Giovanni,MI,Attività delle holding impegnate nelle attività gestionali (holding operative),Finanziario,Tra 250.000 e 2.000.000 euro,Fino a 2,Consigliere,41351,
PI00146,96394,CO00107,494826,PE00304,GRUPPO DELLA FRERA S.P.A. O IN FORMA ABBREVIATA GDF GROUP S.P.A.,,Società per azioni,"Via Milanese, 3",Sesto San Giovanni,MI,Attività delle holding impegnate nelle attività gestionali (holding operative),Finanziario,Tra 250.000 e 2.000.000 euro,Fino a 2,Presidente del consiglio di amministrazione,41351,
PI00189,96435,CO00132,819521,PE00795,"CENTRO STUDI FRATELLI BRANCA S.R.L. IN FORMA ABBREVIATA ""C.S.B. S.R.L."" O ""CENTRO STUDI BRANCA S.R.L.""",,Società a responsabilità limitata,"Via Resegone, 2",Milano,MI,Attività delle holding impegnate nelle attività gestionali (holding operative),Finanziario,Tra 250.000 e 2.000.000 euro,Da 3 a 10,Consigliere,39443,
PI00190,96435,CO00132,819521,PE00795,"CENTRO STUDI FRATELLI BRANCA S.R.L. IN FORMA ABBREVIATA ""C.S.B. S.R.L."" O ""CENTRO STUDI BRANCA S.R.L.""",,Società a responsabilità limitata,"Via Resegone, 2",Milano,MI,Attività delle holding impegnate nelle attività gestionali (holding operative),Finanziario,Tra 250.000 e 2.000.000 euro,Da 3 a 10,Presidente del consiglio di amministrazione,41394,
PI00204,96445,CO00142,504545,PE00420,BIOFOOD ITALIA S.R.L.,,Società a responsabilità limitata con un unico socio,"Via Pompeo Litta, 9",Milano,MI,Attività delle holding impegnate nelle attività gestionali (holding operative),Finanziario,Tra 250.000 e 2.000.000 euro,Fino a 2,Amministratore unico - terminato,42033,
PI00212,96457,CO00148,819059,PE00237,DFM S.R.L.,,Società a responsabilità limitata,"Largo Quinto Alpini, 1",Milano,MI,Attività delle holding impegnate nelle attività gestionali (holding operative),Finanziario,Minore o uguale a 250.000 euro,Fino a 2,Sindaco supplente,41180,
PI00287,96547,CO00202,822312,PE00223,OMNIAHOLDING S.P.A.,,Società per azioni,"Via Giovanni Marangoni, 1/E",Mantova,MN,Attività delle holding impegnate nelle attività gestionali (holding operative),Finanziario,Tra 250.000 e 2.000.000 euro,Da 3 a 10,Azionista,,19.78
PI00357,97209,CO00244,504545,PE00420,BIOERA S.P.A.,,Società per azioni,"Via Pompeo Litta, 9",Milano,MI,Attività delle holding impegnate nelle attività gestionali (holding operative),Finanziario,Tra 2.000.000 e 10.000.000 euro,Fino a 2,Presidente del consiglio di amministrazione,41117,
PI00358,97209,CO00244,504545,PE00420,BIOERA S.P.A.,,Società per azioni,"Via Pompeo Litta, 10",Milano,MI,Attività delle holding impegnate nelle attività gestionali (holding operative),Finanziario,Tra 2.000.000 e 10.000.000 euro,Fino a 2,Consigliere,41117,
PI00375,96628,CO00253,819316,PE00844,HOLDING ITALIANA QUARTA S.P.A.,,Società per azioni,"Fratelli Cervi Residenza Parco, 802",Segrate,MI,Attività delle holding impegnate nelle attività gestionali (holding operative),Finanziario,Tra 250.000 e 2.000.000 euro,Dato non disponibile,Sindaco effettivo,39836,
PI00376,96631,CO00254,819316,PE00844,HOLDING ITALIANA QUINTA S.P.A.,,Società per azioni,"Fratelli Cervi Residenza Parco, 803",Segrate,MI,Attività delle holding impegnate nelle attività gestionali (holding operative),Finanziario,Minore o uguale a 250.000 euro,Dato non disponibile,Sindaco effettivo,39836,
PI00288,96547,CO00202,822312,PE00223,OMNIAHOLDING S.P.A.,,Società per azioni,"Via Giovanni Marangoni, 1/E",Mantova,MN,Attività delle holding impegnate nelle attività gestionali (holding operative),Finanziario,Tra 250.000 e 2.000.000 euro,Da 3 a 10,Amministratore delegato,36092,
PI00289,96547,CO00202,822312,PE00223,OMNIAHOLDING S.P.A.,,Società per azioni,"Via Giovanni Marangoni, 1/E",Mantova,MN,Attività delle holding impegnate nelle attività gestionali (holding operative),Finanziario,Tra 250.000 e 2.000.000 euro,Da 3 a 10,Consigliere,36052,
PI00290,96547,CO00202,822312,PE00223,OMNIAHOLDING S.P.A.,,Società per azioni,"Via Giovanni Marangoni, 1/E",Mantova,MN,Attività delle holding impegnate nelle attività gestionali (holding operative),Finanziario,Tra 250.000 e 2.000.000 euro,Da 3 a 10,Vice Presidente del consiglio di amministrazione,36106,
PI00291,96548,CO00203,822312,PE00223,IMMSI S.P.A.,,Società per azioni,"Piazza Vilfredo Pareto, 3",Mantova,MN,Attività delle holding impegnate nelle attività gestionali (holding operative),Finanziario,Tra 2.000.000 e 10.000.000 euro,Da 11 a 50,Consigliere,37652,
PI00057,96311,CO00046,822351,PE00160,AGIELLE CONSULTING SOCIETA' A RESPONSABILITA' LIMITATA,,Società a responsabilità limitata,"Via San Giacomo, 32",Napoli,NA,Agenti di assicurazioni,Finanziario,Tra 250.000 e 2.000.000 euro,Da 3 a 10,Azionista,,95
PI00056,96311,CO00046,822351,PE00160,AGIELLE CONSULTING SOCIETA' A RESPONSABILITA' LIMITATA,,Società a responsabilità limitata,"Via San Giacomo, 32",Napoli,NA,Agenti di assicurazioni,Finanziario,Tra 250.000 e 2.000.000 euro,Da 3 a 10,Amministratore unico,39993,
PI00233,96472,CO00163,494879,PE00641,NOVARA LAGHI S.R.L.,,Società a responsabilità limitata,"Corso Vercelli, 2/I",Novara,NO,Agenti di assicurazioni,Finanziario,Tra 2.000.000 e 10.000.000 euro,Da 11 a 50,Azionista,,26
PI00231,96472,CO00163,494879,PE00641,NOVARA LAGHI S.R.L.,,Società a responsabilità limitata,"Corso Vercelli, 2/I",Novara,NO,Agenti di assicurazioni,Finanziario,Tra 2.000.000 e 10.000.000 euro,Da 11 a 50,Consigliere,41589,
PI00232,96472,CO00163,494879,PE00641,NOVARA LAGHI S.R.L.,,Società a responsabilità limitata,"Corso Vercelli, 2/I",Novara,NO,Agenti di assicurazioni,Finanziario,Tra 2.000.000 e 10.000.000 euro,Da 11 a 50,Presidente del consiglio di amministrazione,42040,
PI00010,25564,CO00009,549300,PE00770,AZIENDA SERVIZI MORTARA S.P.A. IN FORMA ABBREVIATA A.S.MORTARA S.P.A.,,Società per azioni,"Via Tiziano Vecellio, 540",Mortara,PV,Attività delle holding impegnate nelle attività gestionali (holding operative),Finanziario,Tra 250.000 e 2.000.000 euro,Da 3 a 10,Sindaco supplente - terminato,42982,
PI00034,96288,CO00028,499584,PE00601,FILGEST S.R.L.,,Società a responsabilità limitata,"Strada Provinciale 74, KM.0,400",Modica,RG,Attività delle holding impegnate nelle attività gestionali (holding operative),Finanziario,Tra 250.000 e 2.000.000 euro,Fino a 2,Azionista - terminato,,22.5
PI00035,96289,CO00029,499584,PE00601,GIAP HOLDING S.P.A.,,Società per azioni,"74, KM.0,400",Modica,RG,Attività delle holding impegnate nelle attività gestionali (holding operative),Finanziario,Minore o uguale a 250.000 euro,Dato non disponibile,Azionista,,22.5
PI00064,96317,CO00052,819320,PE00564,SESTANT INVESTIMENTI S.R.L.,,Società a responsabilità limitata,"Via Ovidio, 10",Roma,RM,Attività delle holding impegnate nelle attività gestionali (holding operative),Finanziario,Minore o uguale a 250.000 euro,Da 3 a 10,Consigliere,42625,
PI00068,96320,CO00055,819222,PE00157,"FINANZIARIA D'INVESTIMENTO FININVEST S.P.A. O, IN FORMA ABBREVIATA ""FININVEST S.P.A.""",,Società per azioni,"Largo Del Nazareno, 8",Roma,RM,Attività delle holding impegnate nelle attività gestionali (holding operative),Finanziario,Tra 2.000.000 e 10.000.000 euro,Da 11 a 50,Consigliere - terminato,37753,
PI00069,96320,CO00055,819316,PE00844,"FINANZIARIA D'INVESTIMENTO FININVEST S.P.A. O, IN FORMA ABBREVIATA ""FININVEST S.P.A.""",,Società per azioni,"Largo Del Nazareno, 8",Roma,RM,Attività delle holding impegnate nelle attività gestionali (holding operative),Finanziario,Tra 2.000.000 e 10.000.000 euro,Da 11 a 50,Consigliere,38629,
PI00356,96320,CO00055,819232,PE00412,"FINANZIARIA D'INVESTIMENTO FININVEST S.P.A. O, IN FORMA ABBREVIATA ""FININVEST S.P.A.""",,Società per azioni,"Largo Del Nazareno, 8",Roma,RM,Attività delle holding impegnate nelle attività gestionali (holding operative),Finanziario,Tra 2.000.000 e 10.000.000 euro,Da 11 a 50,Consigliere,44008,
PI00384,96320,CO00055,819013,PE00433,"FINANZIARIA D'INVESTIMENTO FININVEST S.P.A. O, IN FORMA ABBREVIATA ""FININVEST S.P.A.""",,Società per azioni,"Largo Del Nazareno, 8",Roma,RM,Attività delle holding impegnate nelle attività gestionali (holding operative),Finanziario,Tra 2.000.000 e 10.000.000 euro,Da 11 a 50,Consigliere,44008,
PI00172,96412,CO00119,818987,PE00797,EURO SERVICE GROUP S.P.A. IN SIGLA ESG S.P.A.,,Società per azioni,"Via Francesco Gentile, 135",Roma,RM,Altre intermediazioni finanziarie nca,Finanziario,Tra 2.000.000 e 10.000.000 euro,Da 11 a 50,Azionista,,20
PI00303,,CO00213,,PE00947,CASSA DEPOSITI E PRESTITI SOCIETA' PER AZIONI,07756511007,Società per azioni,"Via Goito, 4",Roma,RM,Attività di finanziamento sotto qualsiasi forma,Finanziario,Dato non disponibile,Più di 250,Consigliere - terminato,43349,
PI00274,96523,CO00193,819346,PE00929,TERUS DI TURCO S.R.L.,02970280737,Società a responsabilità limitata,"Corso Umberto I, 169/B",Taranto,TA,Agenti di assicurazioni,Finanziario,Tra 250.000 e 2.000.000 euro,Fino a 2,Azionista,,22
PI00366,2330,CO00248,819346,PE00929,INTERFIDI - SOCIETÀ CONSORTILE DI GARANZIA COLLETTIVA FIDI S.C. A R.L.,,Società consortile,"VIALE VIRGILIO, 152",Taranto,TA,Attività dei consorzi di garanzia collettiva fidi,Finanziario,Dato non disponibile,Da 51 a 250,Sindaco supplente,41117,
PI00331,34504,CO00218,819346,PE00929,BANCA DI CREDITO COOPERATIVO DI MASSAFRA - SOCIETÀ COOPERATIVA,,Società cooperativa diversa,"Via Giuseppe Mazzini, 65",Massafra,TN,Intermediazione monetaria di istituti monetari diverse dalle Banche centrali,Finanziario,Dato non disponibile,Dato non disponibile,Sindaco effettivo,43603,
