declaration_id,donation_id_transparency,donation_amount,donation_range,,donation_type,donation_year,donation_date,donation_origin,recipient_id_transparency,person_id_recipient,recipient_type,recipient_person_entry,recipient_last_name,recipient_name,recipient_party,donor_id_transparency,company_id_transparency,person_id_transparency,donor_type,donor_person_entry,donor_last_name_01,donor_name_01,donor_gender_01,donor_last_name_02,donor_name_02,donor_gender_02,source_name,additional_notes,record_date_of_entry
35098,DO201800579,11250,"10.000,01-50.000,00",,contribution,2018,,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00814,,PE00525,Parlamentare o membro del Governo,losaccoalberto,Losacco,Alberto,M,,,,joint_declaration,,
34676,DO201800580,11400,"10.000,01-50.000,00",,contribution,2018,,,RE00007,,Partito o movimento politico,,Forza Italia,,Forza Italia,DO00865,,PE00568,Parlamentare o membro del Governo,marinmarco,Marin,Marco,M,,,,joint_declaration,,
34611,DO201800581,"11457,8","10.000,01-50.000,00",,contribution,2018,,,RE00017,,Partito o movimento politico,,Südtiroler Volkspartei,,Südtiroler Volkspartei,DO00760,,,Persona,hochgruberkuenzermariamagdalena,Hochgruber Kuenzer,Maria Magdalena,F,,,,joint_declaration,,
34982,DO201800582,11480,"10.000,01-50.000,00",,contribution,2018,,,RE00007,,Partito o movimento politico,,Forza Italia,,Forza Italia,DO01189,,PE00834,Parlamentare o membro del Governo,savinosandra,Savino,Sandra,F,,,,joint_declaration,,
34679,DO201800583,11600,"10.000,01-50.000,00",,contribution,2018,,,RE00007,,Partito o movimento politico,,Forza Italia,,Forza Italia,DO00915,,PE00609,Parlamentare o membro del Governo,modenafiammetta,Modena,Fiammetta,F,,,,joint_declaration,,
33941,DO201800584,"11736,15","10.000,01-50.000,00",,contribution,2018,,,RE00097,PE00882,Parlamentare o membro del Governo,stefanodario,Stefano,Dario,Partito Democratico,DO00016,,,"Associazione, fondazione o comitato",,La Puglia in più,,,,,,joint_declaration,,
34626,DO201800585,"11785,61","10.000,01-50.000,00",,contribution,2018,,,RE00017,,Partito o movimento politico,,Südtiroler Volkspartei,,Südtiroler Volkspartei,DO01198,,,Persona,schieferoswald,Schiefer,Oswald,M,,,,joint_declaration,,
34957,DO201800586,11850,"10.000,01-50.000,00",,contribution,2018,,,RE00007,,Partito o movimento politico,,Forza Italia,,Forza Italia,DO00572,,PE00311,Parlamentare o membro del Governo,dettorefelicemaurizio,D'Ettore,Felice Maurizio,M,,,,joint_declaration,,
35391,DO201800587,11990,"10.000,01-50.000,00",,contribution,2018,,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00380,,PE00131,Parlamentare o membro del Governo,bubisuttiaurelia,Bubisutti,Aurelia,F,,,,joint_declaration,,
33643,DO201800588,12000,"10.000,01-50.000,00",,contribution,2018,,,RE00007,,Partito o movimento politico,,Forza Italia,,Forza Italia,DO00023,,,Società o professionista,,Agenzia Ippica Luciano Giove srl,,,,,,joint_declaration,,
33653,DO201800589,12000,"10.000,01-50.000,00",,contribution,2018,,,RE00007,,Partito o movimento politico,,Forza Italia,,Forza Italia,DO00164,,,Società o professionista,,Sascom srl,,,,,,joint_declaration,,
34101,DO201800590,12000,"10.000,01-50.000,00",,contribution,2018,,,RE00007,,Partito o movimento politico,,Forza Italia,,Forza Italia,DO00140,,,Società o professionista,,People Company Società Cooperativa,,,,,,joint_declaration,,
34049,DO201800591,12000,"10.000,01-50.000,00",,contribution,2018,,,RE00048,PE00264,Parlamentare o membro del Governo,dalfonsoluciano,D'Alfonso,Luciano,Partito Democratico,DO00059,,,Società o professionista,,Cupello Ambiente srl,,,,,,joint_declaration,,
34542,DO201800592,12000,"10.000,01-50.000,00",,contribution,2018,,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00888,,,Persona,mattarelliantonio,Mattarelli,Antonio,M,,,,joint_declaration,,
33277,DO201800593,12000,"10.000,01-50.000,00",,contribution,2018,,,RE00007,,Partito o movimento politico,,Forza Italia,,Forza Italia,DO00525,,,Persona,damascellidomenico,Damascelli,Domenico,M,,,,joint_declaration,,
33279,DO201800594,12000,"10.000,01-50.000,00",,contribution,2018,,,RE00007,,Partito o movimento politico,,Forza Italia,,Forza Italia,DO00698,,,Persona,gattagiacomodiego,Gatta,Giacomo Diego,M,,,,joint_declaration,,
33915,DO201800595,12000,"10.000,01-50.000,00",,contribution,2018,,,RE00008,,Partito o movimento politico,,Fratelli d'Italia,,Fratelli d'Italia,DO00945,,,Persona,murgiabruno,Murgia,Bruno,M,,,,joint_declaration,,
34307,DO201800596,12000,"10.000,01-50.000,00",,contribution,2018,,,RE00008,,Partito o movimento politico,,Fratelli d'Italia,,Fratelli d'Italia,DO01157,,PE00803,Parlamentare o membro del Governo,rotellimauro,Rotelli,Mauro,M,,,,joint_declaration,,
34349,DO201800597,12000,"10.000,01-50.000,00",,contribution,2018,,,RE00008,,Partito o movimento politico,,Fratelli d'Italia,,Fratelli d'Italia,DO01157,,PE00803,Parlamentare o membro del Governo,rotellimauro,Rotelli,Mauro,M,,,,joint_declaration,,
34414,DO201800598,12000,"10.000,01-50.000,00",,contribution,2018,,,RE00008,,Partito o movimento politico,,Fratelli d'Italia,,Fratelli d'Italia,DO00899,,PE00591,Parlamentare o membro del Governo,melonigiorgia,Meloni,Giorgia,F,,,,joint_declaration,,
34419,DO201800599,12000,"10.000,01-50.000,00",,contribution,2018,,,RE00008,,Partito o movimento politico,,Fratelli d'Italia,,Fratelli d'Italia,DO00476,,PE00220,Parlamentare o membro del Governo,cirielliedmondo,Cirielli,Edmondo,M,,,,joint_declaration,,
34422,DO201800600,12000,"10.000,01-50.000,00",,contribution,2018,,,RE00008,,Partito o movimento politico,,Fratelli d'Italia,,Fratelli d'Italia,DO01095,,PE00765,Parlamentare o membro del Governo,rampellifabio,Rampelli,Fabio,M,,,,joint_declaration,,
34452,DO201800601,12000,"10.000,01-50.000,00",,contribution,2018,,,RE00008,,Partito o movimento politico,,Fratelli d'Italia,,Fratelli d'Italia,DO01364,,PE00970,Parlamentare o membro del Governo,zaffinifrancesco,Zaffini,Francesco,M,,,,joint_declaration,,
35302,DO201800602,12000,"10.000,01-50.000,00",,contribution,2018,,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00321,,,Persona,berisilvia,Beri,Silvia,F,,,,joint_declaration,,
35306,DO201800603,12000,"10.000,01-50.000,00",,contribution,2018,,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00265,,PE00034,Parlamentare o membro del Governo,augussoriluigi,Augussori,Luigi,M,,,,joint_declaration,,
35327,DO201800604,12000,"10.000,01-50.000,00",,contribution,2018,,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00673,,PE00404,Parlamentare o membro del Governo,fuscoumberto,Fusco,Umberto,M,,,,joint_declaration,,
35477,DO201800605,12000,"10.000,01-50.000,00",,contribution,2018,,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01345,,PE00960,Parlamentare o membro del Governo,vincigianluca,Vinci,Gianluca,M,,,,joint_declaration,,
35481,DO201800606,12000,"10.000,01-50.000,00",,contribution,2018,,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01375,,PE00980,Parlamentare o membro del Governo,zicchierifrancesco,Zicchieri,Francesco,M,,,,joint_declaration,,
35070,DO201800607,12000,"10.000,01-50.000,00",,contribution,2018,,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00521,,PE00263,Parlamentare o membro del Governo,dalessandrocamillo,D'Alessandro,Camillo,M,,,,joint_declaration,,
35108,DO201800608,12000,"10.000,01-50.000,00",,contribution,2018,,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00928,,PE00619,Parlamentare o membro del Governo,mormattia,Mor,Mattia,M,,,,joint_declaration,,
35120,DO201800609,12000,"10.000,01-50.000,00",,contribution,2018,,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00983,,PE00667,Parlamentare o membro del Governo,padoanpietrocarlo,Padoan,Pietro Carlo,M,,,,joint_declaration,,
35128,DO201800610,12000,"10.000,01-50.000,00",,contribution,2018,,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO01077,,PE00748,Parlamentare o membro del Governo,prestipinopatrizia,Prestipino,Patrizia,F,,,,joint_declaration,,
34068,DO201800611,12000,"10.000,01-50.000,00",,contribution,2018,,,RE00060,PE00427,Parlamentare o membro del Governo,gelminimariastella,Gelmini,Mariastella,Forza Italia,DO00280,,,Persona,bandecchipaolo,Bandecchi,Paolo,M,,,,joint_declaration,,
35471,DO201800612,12100,"10.000,01-50.000,00",,contribution,2018,,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01287,,PE00904,Parlamentare o membro del Governo,toccaliniluca,Toccalini,Luca,M,,,,joint_declaration,,
34682,DO201800613,12200,"10.000,01-50.000,00",,contribution,2018,,,RE00007,,Partito o movimento politico,,Forza Italia,,Forza Italia,DO01037,,PE00715,Parlamentare o membro del Governo,pettaringuidogermano,Pettarin,Guido Germano,M,,,,joint_declaration,,
34717,DO201800614,12200,"10.000,01-50.000,00",,contribution,2018,,,RE00007,,Partito o movimento politico,,Forza Italia,,Forza Italia,DO00941,,PE00631,Parlamentare o membro del Governo,mulegiorgio,Mulè,Giorgio,M,,,,joint_declaration,,
34967,DO201800615,12200,"10.000,01-50.000,00",,contribution,2018,,,RE00007,,Partito o movimento politico,,Forza Italia,,Forza Italia,DO00887,,,Persona,materabarbara,Matera,Barbara,F,,,,joint_declaration,,
34986,DO201800616,12200,"10.000,01-50.000,00",,contribution,2018,,,RE00007,,Partito o movimento politico,,Forza Italia,,Forza Italia,DO01227,,PE00864,Parlamentare o membro del Governo,siracusanomatilde,Siracusano,Matilde,F,,,,joint_declaration,,
34999,DO201800617,12200,"10.000,01-50.000,00",,contribution,2018,,,RE00007,,Partito o movimento politico,,Forza Italia,,Forza Italia,DO00312,,PE00070,Parlamentare o membro del Governo,benignistefano,Benigni,Stefano,M,,,,joint_declaration,,
34979,DO201800618,12300,"10.000,01-50.000,00",,contribution,2018,,,RE00007,,Partito o movimento politico,,Forza Italia,,Forza Italia,DO01121,,PE00776,Parlamentare o membro del Governo,ripanielisabetta,Ripani,Elisabetta,F,,,,joint_declaration,,
33286,DO201800619,12400,"10.000,01-50.000,00",,contribution,2018,,,RE00007,,Partito o movimento politico,,Forza Italia,,Forza Italia,DO01316,,,Persona,vaccarezzaangelo,Vaccarezza,Angelo,M,,,,joint_declaration,,
33317,DO201800620,12400,"10.000,01-50.000,00",,contribution,2018,,,RE00007,,Partito o movimento politico,,Forza Italia,,Forza Italia,DO00658,,,Persona,franzosofrancesca,Franzoso,Francesca,F,,,,joint_declaration,,
34172,DO201800621,12400,"10.000,01-50.000,00",,contribution,2018,,,RE00007,,Partito o movimento politico,,Forza Italia,,Forza Italia,DO00413,,PE00164,Parlamentare o membro del Governo,caonroberto,Caon,Roberto,M,,,,joint_declaration,,
35516,DO201800622,12500,"10.000,01-50.000,00",,contribution,2018,,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00783,,PE00493,Parlamentare o membro del Governo,laforgiafrancesco,Laforgia,Francesco,M,,,,joint_declaration,,
35000,DO201800623,12500,"10.000,01-50.000,00",,contribution,2018,,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00237,,PE00016,Parlamentare o membro del Governo,alfierialessandro,Alfieri,Alessandro,M,,,,joint_declaration,,
35009,DO201800624,12500,"10.000,01-50.000,00",,contribution,2018,,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00493,,PE00234,Parlamentare o membro del Governo,comincinieugenioalberto,Comincini,Eugenio Alberto,M,,,,joint_declaration,,
35018,DO201800625,12500,"10.000,01-50.000,00",,contribution,2018,,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00749,,PE00465,Parlamentare o membro del Governo,grimanileonardo,Grimani,Leonardo,M,,,,joint_declaration,,
35029,DO201800626,12500,"10.000,01-50.000,00",,contribution,2018,,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00952,,PE00636,Parlamentare o membro del Governo,nannicinitommaso,Nannicini,Tommaso,M,,,,joint_declaration,,
35115,DO201800627,12500,"10.000,01-50.000,00",,contribution,2018,,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00958,,PE00643,Parlamentare o membro del Governo,navarrapietro,Navarra,Pietro,M,,,,joint_declaration,,
35117,DO201800628,12500,"10.000,01-50.000,00",,contribution,2018,,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00965,,PE00652,Parlamentare o membro del Governo,nojalisa,Noja,Lisa,F,,,,joint_declaration,,
35137,DO201800629,12500,"10.000,01-50.000,00",,contribution,2018,,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO01214,,PE00849,Parlamentare o membro del Governo,sensifilippo,Sensi,Filippo,M,,,,joint_declaration,,
34340,DO201800630,12500,"10.000,01-50.000,00",,contribution,2018,,,RE00017,,Partito o movimento politico,,Südtiroler Volkspartei,,Südtiroler Volkspartei,DO00775,,,Persona,kompatscherarno,Kompatscher,Arno,M,,,,joint_declaration,,
34342,DO201800631,12500,"10.000,01-50.000,00",,contribution,2018,,,RE00017,,Partito o movimento politico,,Südtiroler Volkspartei,,Südtiroler Volkspartei,DO00964,,,Persona,nogglerjosef,Noggler,Josef,M,,,,joint_declaration,,
34380,DO201800632,12500,"10.000,01-50.000,00",,contribution,2018,,,RE00017,,Partito o movimento politico,,Südtiroler Volkspartei,,Südtiroler Volkspartei,DO00227,,,Persona,achammerphilipp,Achammer,Philipp,M,,,,joint_declaration,,
34600,DO201800634,"12596,32","10.000,01-50.000,00",,contribution,2018,,,RE00017,,Partito o movimento politico,,Südtiroler Volkspartei,,Südtiroler Volkspartei,DO00227,,,Persona,achammerphilipp,Achammer,Philipp,M,,,,joint_declaration,,
34417,DO201800635,12600,"10.000,01-50.000,00",,contribution,2018,,,RE00008,,Partito o movimento politico,,Fratelli d'Italia,,Fratelli d'Italia,DO01224,,PE00863,Parlamentare o membro del Governo,silvestronimarco,Silvestroni,Marco,M,,,,joint_declaration,,
34219,DO201800636,12900,"10.000,01-50.000,00",,contribution,2018,,,RE00047,PE00263,Parlamentare o membro del Governo,dalessandrocamillo,D'Alessandro,Camillo,Partito Democratico,DO00055,,,Società o professionista,,Consorzio Outsourcing Service,,,,,,joint_declaration,,
34652,DO201800637,12900,"10.000,01-50.000,00",,contribution,2018,,,RE00007,,Partito o movimento politico,,Forza Italia,,Forza Italia,DO00335,,PE00085,Parlamentare o membro del Governo,bignamigaleazzo,Bignami,Galeazzo,M,,,,joint_declaration,,
33830,DO201800638,13000,"10.000,01-50.000,00",,contribution,2018,,,RE00007,,Partito o movimento politico,,Forza Italia,,Forza Italia,DO00450,,PE00200,Parlamentare o membro del Governo,causinandrea,Causin,Andrea,M,,,,joint_declaration,,
34193,DO201800639,13000,"10.000,01-50.000,00",,contribution,2018,,,RE00008,,Partito o movimento politico,,Fratelli d'Italia,,Fratelli d'Italia,DO00229,,PE00003,Parlamentare o membro del Governo,acquarolifrancesco,Acquaroli,Francesco,M,,,,joint_declaration,,
34415,DO201800640,13000,"10.000,01-50.000,00",,contribution,2018,,,RE00008,,Partito o movimento politico,,Fratelli d'Italia,,Fratelli d'Italia,DO00925,,PE00616,Parlamentare o membro del Governo,montaruliaugusta,Montaruli,Augusta,F,,,,joint_declaration,,
33811,DO201800641,13000,"10.000,01-50.000,00",,contribution,2018,,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00348,,PE00096,Parlamentare o membro del Governo,boldirossanalidia,Boldi,Rossana Lidia,F,,,,joint_declaration,,
33946,DO201800642,13000,"10.000,01-50.000,00",,contribution,2018,,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01012,,PE00691,Parlamentare o membro del Governo,patellicristina,Patelli,Cristina,F,,,,joint_declaration,,
35119,DO201800643,13000,"10.000,01-50.000,00",,contribution,2018,,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00977,,PE00659,Parlamentare o membro del Governo,orlandoandrea,Orlando,Andrea,M,,,,joint_declaration,,
35153,DO201800644,13000,"10.000,01-50.000,00",,contribution,2018,,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00765,,,Persona,ichinopietro,Ichino,Pietro,M,,,,joint_declaration,,
35732,DO201800645,13000,"10.000,01-50.000,00",,contribution,2018,,,RE00015,,Partito o movimento politico,,Sinistra Ecologia Libertà,,Sinistra Ecologia Libertà,DO01293,,,Persona,torriyuri,Torri,Yuri,M,,,,joint_declaration,,
34962,DO201800646,"13052,2","10.000,01-50.000,00",,contribution,2018,,,RE00007,,Partito o movimento politico,,Forza Italia,,Forza Italia,DO00695,,PE00422,Parlamentare o membro del Governo,gasparrimaurizio,Gasparri,Maurizio,M,,,,joint_declaration,,
34966,DO201800647,13100,"10.000,01-50.000,00",,contribution,2018,,,RE00007,,Partito o movimento politico,,Forza Italia,,Forza Italia,DO00869,,PE00573,Parlamentare o membro del Governo,marroccopatrizia,Marrocco,Patrizia,F,,,,joint_declaration,,
35191,DO201800648,13450,"10.000,01-50.000,00",,contribution,2018,,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00922,,,Persona,monacofrancesco,Monaco,Francesco,M,,,,joint_declaration,,
34945,DO201800649,13500,"10.000,01-50.000,00",,contribution,2018,,,RE00007,,Partito o movimento politico,,Forza Italia,,Forza Italia,DO00233,,PE00010,Parlamentare o membro del Governo,aimienrico,Aimi,Enrico,M,,,,joint_declaration,,
35068,DO201800650,13500,"10.000,01-50.000,00",,contribution,2018,,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00513,,PE00252,Parlamentare o membro del Governo,critellifrancesco,Critelli,Francesco,M,,,,joint_declaration,,
35095,DO201800651,13500,"10.000,01-50.000,00",,contribution,2018,,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00780,,PE00492,Parlamentare o membro del Governo,lacarramarco,Lacarra,Marco,M,,,,joint_declaration,,
35150,DO201800652,13500,"10.000,01-50.000,00",,contribution,2018,,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00639,,,Persona,fissoreelena,Fissore,Elena,F,,,,joint_declaration,,
35172,DO201800653,13500,"10.000,01-50.000,00",,contribution,2018,,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00420,,,Persona,carboneernesto,Carbone,Ernesto,M,,,,joint_declaration,,
35188,DO201800654,13500,"10.000,01-50.000,00",,contribution,2018,,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00883,,,Persona,massafederico,Massa,Federico,M,,,,joint_declaration,,
35202,DO201800655,13500,"10.000,01-50.000,00",,contribution,2018,,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO01336,,,Persona,ventricellililiana,Ventricelli,Liliana,F,,,,joint_declaration,,
35179,DO201800656,13750,"10.000,01-50.000,00",,contribution,2018,,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00683,,,Persona,galpertiguido,Galperti,Guido,M,,,,joint_declaration,,
33488,DO201800657,13800,"10.000,01-50.000,00",,contribution,2018,,,RE00003,,Partito o movimento politico,,10 Volte Meglio,,10 Volte Meglio,DO00950,,,Persona,musumecimanuel,Musumeci,Manuel,M,,,,joint_declaration,,
34656,DO201800658,13900,"10.000,01-50.000,00",,contribution,2018,,,RE00007,,Partito o movimento politico,,Forza Italia,,Forza Italia,DO00426,,PE00176,Parlamentare o membro del Governo,carfagnamariarosaria,Carfagna,Maria Rosaria,F,,,,joint_declaration,,
33369,DO201800659,14000,"10.000,01-50.000,00",,contribution,2018,,,RE00007,,Partito o movimento politico,,Forza Italia,,Forza Italia,DO00611,,PE00352,Parlamentare o membro del Governo,fasanovincenzo,Fasano,Vincenzo,M,,,,joint_declaration,,
34440,DO201800660,14000,"10.000,01-50.000,00",,contribution,2018,,,RE00008,,Partito o movimento politico,,Fratelli d'Italia,,Fratelli d'Italia,DO00329,,PE00079,Parlamentare o membro del Governo,bertaccostefano,Bertacco,Stefano,M,,,,joint_declaration,,
35033,DO201800661,14000,"10.000,01-50.000,00",,contribution,2018,,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO01055,,PE00729,Parlamentare o membro del Governo,pinottiroberta,Pinotti,Roberta,F,,,,joint_declaration,,
35034,DO201800662,14000,"10.000,01-50.000,00",,contribution,2018,,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO01061,,PE00736,Parlamentare o membro del Governo,pittellagiovannisaveriofurio,Pittella,Giovanni Saverio Furio,M,,,,joint_declaration,,
35082,DO201800663,14000,"10.000,01-50.000,00",,contribution,2018,,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00631,,PE00371,Parlamentare o membro del Governo,ferricosimomaria,Ferri,Cosimo Maria,M,,,,joint_declaration,,
35103,DO201800664,14000,"10.000,01-50.000,00",,contribution,2018,,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00874,,PE00577,Parlamentare o membro del Governo,martinamaurizio,Martina,Maurizio,M,,,,joint_declaration,,
35106,DO201800665,14000,"10.000,01-50.000,00",,contribution,2018,,,RE00013,,Partito o movimento politico,,Partito Democratico,,Partito Democratico,DO00905,,PE00596,Parlamentare o membro del Governo,micelicarmelo,Miceli,Carmelo,M,,,,joint_declaration,,
32651,DO201800666,14000,"10.000,01-50.000,00",,contribution,2018,,,RE00015,,Partito o movimento politico,,Sinistra Ecologia Libertà,,Sinistra Ecologia Libertà,DO00744,,,Persona,gregorimonica,Gregori,Monica,F,,,,joint_declaration,,
33635,DO201800667,14000,"10.000,01-50.000,00",,contribution,2018,,,RE00017,,Partito o movimento politico,,Südtiroler Volkspartei,,Südtiroler Volkspartei,DO00702,,PE00426,Parlamentare o membro del Governo,gebhardrenate,Gebhard,Renate,F,,,,joint_declaration,,
35298,DO201800668,14043,"10.000,01-50.000,00",,contribution,2018,,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO00384,,,Persona,businfilippo,Busin,Filippo,M,,,,joint_declaration,,
34610,DO201800669,14240,"10.000,01-50.000,00",,contribution,2018,,,RE00017,,Partito o movimento politico,,Südtiroler Volkspartei,,Südtiroler Volkspartei,DO00702,,PE00426,Parlamentare o membro del Governo,gebhardrenate,Gebhard,Renate,F,,,,joint_declaration,,
34983,DO201800670,14400,"10.000,01-50.000,00",,contribution,2018,,,RE00007,,Partito o movimento politico,,Forza Italia,,Forza Italia,DO01199,,PE00841,Parlamentare o membro del Governo,schifanirenato,Schifani,Renato,M,,,,joint_declaration,,
34987,DO201800671,14550,"10.000,01-50.000,00",,contribution,2018,,,RE00007,,Partito o movimento politico,,Forza Italia,,Forza Italia,DO01229,,PE00867,Parlamentare o membro del Governo,sistofrancescopaolo,Sisto,Francesco Paolo,M,,,,joint_declaration,,
34326,DO201800672,14760,"10.000,01-50.000,00",,contribution,2018,,,RE00007,,Partito o movimento politico,,Forza Italia,,Forza Italia,DO01102,,PE00768,Parlamentare o membro del Governo,ravettolaura,Ravetto,Laura,F,,,,joint_declaration,,
34627,DO201800673,"14836,74","10.000,01-50.000,00",,contribution,2018,,,RE00017,,Partito o movimento politico,,Südtiroler Volkspartei,,Südtiroler Volkspartei,DO01203,,,Persona,schulerarnold,Schuler,Arnold,M,,,,joint_declaration,,
34625,DO201800674,"14927,31","10.000,01-50.000,00",,contribution,2018,,,RE00017,,Partito o movimento politico,,Südtiroler Volkspartei,,Südtiroler Volkspartei,DO01108,,,Persona,renzlerhelmuth,Renzler,Helmuth,M,,,,joint_declaration,,
35375,DO201800675,14993,"10.000,01-50.000,00",,contribution,2018,,,RE00009,,Partito o movimento politico,,Lega,,Lega,DO01043,,PE00722,Parlamentare o membro del Governo,picchiguglielmo,Picchi,Guglielmo,M,,,,joint_declaration,,
33628,DO201800676,15000,"10.000,01-50.000,00",,contribution,2018,,,RE00007,,Partito o movimento politico,,Forza Italia,,Forza Italia,DO00137,,,Società o professionista,,Orlandi spa,,,,,,joint_declaration,,
33654,DO201800677,15000,"10.000,01-50.000,00",,contribution,2018,,,RE00007,,Partito o movimento politico,,Forza Italia,,Forza Italia,DO00180,,,Società o professionista,,Spinelli srl,,,,,,joint_declaration,,
33375,DO201800678,15000,"10.000,01-50.000,00",,contribution,2018,,,RE00008,,Partito o movimento politico,,Fratelli d'Italia,,Fratelli d'Italia,DO00099,,,Società o professionista,,H.C. Consulting srl,,,,,,joint_declaration,,
34321,DO201800679,15000,"10.000,01-50.000,00",,contribution,2018,,,RE00017,,Partito o movimento politico,,Südtiroler Volkspartei,,Südtiroler Volkspartei,DO00143,,,Società o professionista,,Pichler Gmbh Stahlbau GmbH srl,,,,,,joint_declaration,,
33343,DO201800680,15000,"10.000,01-50.000,00",,contribution,2018,,,RE00070,PE00564,Parlamentare o membro del Governo,marcucciandrea,Marcucci,Andrea,Partito Democratico,DO00198,,,Società o professionista,,Validations and Technical Services srl,,,,,,joint_declaration,,
34036,DO201800681,15000,"10.000,01-50.000,00",,contribution,2018,,,RE00051,PE00292,Parlamentare o membro del Governo,depoliantonio,De Poli,Antonio,Forza Italia,DO00195,,,Società o professionista,,Unicesd Olympo srl,,,,,,joint_declaration,,
34037,DO201800682,15000,"10.000,01-50.000,00",,contribution,2018,,,RE00051,PE00292,Parlamentare o membro del Governo,depoliantonio,De Poli,Antonio,Forza Italia,DO00105,,,Società o professionista,,Icarus Form 07 srl,,,,,,joint_declaration,,
33987,DO201800683,15000,"10.000,01-50.000,00",,contribution,2018,,,RE00074,PE00596,Parlamentare o membro del Governo,micelicarmelo,Miceli,Carmelo,Partito Democratico,DO00087,,,Società o professionista,,General World Clean srl,,,,,,joint_declaration,,
34209,DO201800684,15000,"10.000,01-50.000,00",,contribution,2018,,,RE00096,PE00871,Parlamentare o membro del Governo,sozzanidiego,Sozzani,Diego,Forza Italia,DO00188,,,Società o professionista,,Techbau Spa,,,,,,joint_declaration,,
32110,DO201800685,15000,"10.000,01-50.000,00",,contribution,2018,,,RE00075,PE00598,Parlamentare o membro del Governo,miglioregennaro,Migliore,Gennaro,Partito Democratico,DO00050,,,Società o professionista,,Cincotti Company spa,,,,,,joint_declaration,,
34218,DO201800686,15000,"10.000,01-50.000,00",,contribution,2018,,,RE00091,PE00834,Parlamentare o membro del Governo,savinosandra,Savino,Sandra,Forza Italia,DO00174,,,Società o professionista,,SFA Spa,,,,,,joint_declaration,,
34499,DO201800687,15000,"10.000,01-50.000,00",,contribution,2018,,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO01156,,PE00802,Parlamentare o membro del Governo,rostanmichela,Rostan,Michela,F,,,,joint_declaration,,
33371,DO201800688,15000,"10.000,01-50.000,00",,contribution,2018,,,RE00007,,Partito o movimento politico,,Forza Italia,,Forza Italia,DO00972,,PE00656,Parlamentare o membro del Governo,occhiutoroberto,Occhiuto,Roberto,M,,,,joint_declaration,,
33413,DO201800689,15000,"10.000,01-50.000,00",,contribution,2018,,,RE00007,,Partito o movimento politico,,Forza Italia,,Forza Italia,DO00835,,PE00544,Parlamentare o membro del Governo,malanlucio,Malan,Lucio,M,,,,joint_declaration,,
33509,DO201800690,15000,"10.000,01-50.000,00",,contribution,2018,,,RE00007,,Partito o movimento politico,,Forza Italia,,Forza Italia,DO00908,,PE00600,Parlamentare o membro del Governo,milanatolorena,Milanato,Lorena,F,,,,joint_declaration,,
